49.2219,33.509,01.965
49.2283,34.3086,01.9791
49.2551,35.1085,02.0201
49.2674,35.884,02.107
49.2497,36.6791,02.1556
49.2105,37.4812,02.1324
49.186,38.2504,02.16364
49.1421,38.9534,02.26843
49.0983,39.6526,02.30264
49.0571,40.344,02.29924
49.0177,40.9896,02.33489
48.9462,41.6639,02.3343
48.8551,42.3159,02.34772
48.8,42.9731,02.40111
48.7144,43.6447,02.44244
48.6512,44.3365,02.46674
48.551,45.0302,02.4668
48.403,45.7252,02.50058
48.3196,46.455,02.52817
48.2642,47.1904,02.58222
48.1988,47.9406,02.62163
48.1648,48.6975,02.6583
48.1367,49.4904,02.65677
48.069,50.2378,02.69691
